Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Total Population,Population Density,Housing Units,Occupied Units,Vacant Units,White Pop,Black Pop,Am Indian Alaskan Native Pop,Asian,Native Hawaiian or PI,Other,Two or More Races,Non Hispanic,Hispanic
6025010101,Census Tract 101.01,"Census Tract 101.01, Imperial County, California",0,6,25,,10101,3499,23.90041443,161,120,41,536,964,54,35,6,1829,75,1574,1925
6025010102,Census Tract 101.02,"Census Tract 101.02, Imperial County, California",0,6,25,,10102,4738,52.47472563,1591,1434,157,1366,120,84,97,16,1786,1269,676,4062
6025010200,Census Tract 102,"Census Tract 102, Imperial County, California",0,6,25,,10200,2293,31.66722392,779,727,52,776,24,31,18,0,741,703,328,1965
6025010300,Census Tract 103,"Census Tract 103, Imperial County, California",0,6,25,,10300,802,4.441169899,297,280,17,405,0,5,3,1,233,155,308,494
6025010401,Census Tract 104.01,"Census Tract 104.01, Imperial County, California",0,6,25,,10401,2748,3074.275963,802,764,38,789,69,53,29,1,1285,522,190,2558
6025010402,Census Tract 104.02,"Census Tract 104.02, Imperial County, California",0,6,25,,10402,4367,2930.829285,1408,1361,47,1279,54,53,56,2,1616,1307,198,4169
6025010500,Census Tract 105,"Census Tract 105, Imperial County, California",0,6,25,,10500,6714,4790.899845,2176,2084,92,2127,119,89,130,1,2469,1779,1048,5666
6025010600,Census Tract 106,"Census Tract 106, Imperial County, California",0,6,25,,10600,7985,2402.086477,2744,2613,131,2946,112,86,181,14,2460,2186,1984,6001
6025010700,Census Tract 107,"Census Tract 107, Imperial County, California",0,6,25,,10700,4713,2185.273338,1492,1432,60,1200,76,91,27,10,2025,1284,253,4460
6025010800,Census Tract 108,"Census Tract 108, Imperial County, California",0,6,25,,10800,1297,11.58426054,472,427,45,643,2,18,20,3,328,283,556,741
6025010900,Census Tract 109,"Census Tract 109, Imperial County, California",0,6,25,,10900,6403,1024.34091,2059,1954,105,2029,36,99,48,2,2559,1630,1012,5391
6025011001,Census Tract 110.01,"Census Tract 110.01, Imperial County, California",0,6,25,,11001,6362,97.76382488,1860,1796,64,1790,140,104,134,8,2235,1951,1108,5254
6025011002,Census Tract 110.02,"Census Tract 110.02, Imperial County, California",0,6,25,,11002,9436,2119.491814,2999,2884,115,3000,160,155,268,10,2933,2910,1950,7486
6025011100,Census Tract 111,"Census Tract 111, Imperial County, California",0,6,25,,11100,3293,42.29866622,1232,1050,182,1118,105,48,43,7,1148,824,876,2417
6025011201,Census Tract 112.01,"Census Tract 112.01, Imperial County, California",0,6,25,,11201,8254,1479.806893,2705,2576,129,2394,123,152,261,4,2761,2559,1511,6743
6025011202,Census Tract 112.02,"Census Tract 112.02, Imperial County, California",0,6,25,,11202,5508,8675.431443,2013,1907,106,1244,79,83,56,3,2305,1738,405,5103
6025011301,Census Tract 113.01,"Census Tract 113.01, Imperial County, California",0,6,25,,11301,3549,3547.519349,1008,965,43,658,6,81,5,1,1641,1157,84,3465
6025011302,Census Tract 113.02,"Census Tract 113.02, Imperial County, California",0,6,25,,11302,1672,255.725151,553,529,24,308,10,36,7,0,823,488,134,1538
6025011303,Census Tract 113.03,"Census Tract 113.03, Imperial County, California",0,6,25,,11303,4551,107.935491,1097,1066,31,1225,37,76,33,4,1788,1388,336,4215
6025011400,Census Tract 114,"Census Tract 114, Imperial County, California",0,6,25,,11400,4476,2922.766811,1305,1254,51,958,236,88,32,5,2033,1124,407,4069
6025011500,Census Tract 115,"Census Tract 115, Imperial County, California",0,6,25,,11500,6059,7688.798259,2154,2041,113,1350,139,159,79,0,2635,1697,516,5543
6025011600,Census Tract 116,"Census Tract 116, Imperial County, California",0,6,25,,11600,6615,8370.760634,2302,2158,144,1685,84,118,51,1,2717,1959,633,5982
6025011700,Census Tract 117,"Census Tract 117, Imperial County, California",0,6,25,,11700,5046,6518.952908,1532,1488,44,1282,70,80,50,7,2014,1543,595,4451
6025011801,Census Tract 118.01,"Census Tract 118.01, Imperial County, California",0,6,25,,11801,3982,3157.838206,1289,1246,43,1423,30,82,117,6,1033,1291,1047,2935
6025011802,Census Tract 118.02,"Census Tract 118.02, Imperial County, California",0,6,25,,11802,5245,7856.696234,1852,1796,56,1641,130,124,70,4,1842,1434,822,4423
6025011803,Census Tract 118.03,"Census Tract 118.03, Imperial County, California",0,6,25,,11803,6175,1291.606853,2126,1840,286,1765,101,85,311,9,1947,1957,1157,5018
6025011901,Census Tract 119.01,"Census Tract 119.01, Imperial County, California",0,6,25,,11901,2289,42.78565471,679,652,27,402,14,19,17,2,1023,812,82,2207
6025011902,Census Tract 119.02,"Census Tract 119.02, Imperial County, California",0,6,25,,11902,3927,9622.360231,1139,1118,21,773,6,38,11,4,1895,1200,58,3869
6025011903,Census Tract 119.03,"Census Tract 119.03, Imperial County, California",0,6,25,,11903,5400,165.3709752,1261,1222,39,894,45,75,417,4,2140,1825,602,4798
6025012001,Census Tract 120.01,"Census Tract 120.01, Imperial County, California",0,6,25,,12001,3801,18458.22078,1089,1023,66,643,1,31,13,4,1868,1241,64,3737
6025012003,Census Tract 120.03,"Census Tract 120.03, Imperial County, California",0,6,25,,12003,3882,6020.991578,1166,1138,28,569,8,61,152,0,1530,1562,230,3652
6025012004,Census Tract 120.04,"Census Tract 120.04, Imperial County, California",0,6,25,,12004,5935,4731.673277,1448,1408,40,969,15,85,84,0,2896,1886,165,5770
6025012101,Census Tract 121.01,"Census Tract 121.01, Imperial County, California",0,6,25,,12101,3563,7469.76055,1155,1088,67,686,13,64,34,0,1732,1034,151,3412
6025012102,Census Tract 121.02,"Census Tract 121.02, Imperial County, California",0,6,25,,12102,3455,6279.598161,1088,1054,34,663,7,52,23,0,1584,1126,82,3373
6025012201,Census Tract 122.01,"Census Tract 122.01, Imperial County, California",0,6,25,,12201,4139,4942.349188,1084,1062,22,1115,11,34,30,5,1793,1151,94,4045
6025012202,Census Tract 122.02,"Census Tract 122.02, Imperial County, California",0,6,25,,12202,3294,2796.001719,889,872,17,1053,7,48,14,0,1410,762,37,3257
6025012301,Census Tract 123.01,"Census Tract 123.01, Imperial County, California",0,6,25,,12301,4493,4.907694374,736,429,307,765,1086,52,43,10,2290,247,1910,2583
6025012302,Census Tract 123.02,"Census Tract 123.02, Imperial County, California",0,6,25,,12302,6288,96.96665477,2366,1838,528,2042,85,172,39,7,2763,1180,1151,5137
6025012400,Census Tract 124,"Census Tract 124, Imperial County, California",0,6,25,,12400,756,0.339256338,1184,424,760,538,27,16,2,2,74,97,586,170
6025940000,Census Tract 9400,"Census Tract 9400, Imperial County, California",0,6,25,,940000,2698,61.27734046,1333,930,403,488,11,1385,9,2,344,459,1755,943
6065030101,Census Tract 301.01,"Census Tract 301.01, Riverside County, California",0,6,65,,30101,1243,6598.323616,349,333,16,287,66,30,133,4,556,167,420,823
6065030103,Census Tract 301.03,"Census Tract 301.03, Riverside County, California",0,6,65,,30103,2091,5380.97377,707,664,43,599,77,96,76,10,838,395,615,1476
6065030104,Census Tract 301.04,"Census Tract 301.04, Riverside County, California",0,6,65,,30104,7253,5738.609411,2076,2009,67,1813,557,366,551,29,2703,1234,2386,4867
6065030200,Census Tract 302,"Census Tract 302, Riverside County, California",0,6,65,,30200,4944,2511.841975,2025,1945,80,2519,264,90,162,20,1026,863,2777,2167
6065030300,Census Tract 303,"Census Tract 303, Riverside County, California",0,6,65,,30300,4440,4633.511732,1847,1684,163,1838,480,74,125,12,1373,538,2372,2068
6065030400,Census Tract 304,"Census Tract 304, Riverside County, California",0,6,65,,30400,6978,6596.686813,1935,1723,212,1548,570,181,132,7,3250,1290,1542,5436
6065030501,Census Tract 305.01,"Census Tract 305.01, Riverside County, California",0,6,65,,30501,4888,6733.413652,1513,1426,87,944,658,83,318,13,2122,750,1639,3249
6065030502,Census Tract 305.02,"Census Tract 305.02, Riverside County, California",0,6,65,,30502,2120,2844.057592,522,508,14,323,112,93,25,9,1189,369,306,1814
6065030503,Census Tract 305.03,"Census Tract 305.03, Riverside County, California",0,6,65,,30503,3747,17416.37899,1127,1083,44,508,267,220,63,24,2073,592,641,3106
6065030602,Census Tract 306.02,"Census Tract 306.02, Riverside County, California",0,6,65,,30602,3334,2620.409588,1323,1282,41,2217,130,18,140,7,245,577,2572,762
6065030603,Census Tract 306.03,"Census Tract 306.03, Riverside County, California",0,6,65,,30603,3181,2312.824909,1111,1088,23,2204,64,20,84,7,269,533,2379,802
6065030604,Census Tract 306.04,"Census Tract 306.04, Riverside County, California",0,6,65,,30604,2848,1168.917727,1012,968,44,1836,132,17,306,5,221,331,2237,611
6065030605,Census Tract 306.05,"Census Tract 306.05, Riverside County, California",0,6,65,,30605,2630,906.5253224,935,895,40,1440,175,11,358,6,213,427,1999,631
6065030700,Census Tract 307,"Census Tract 307, Riverside County, California",0,6,65,,30700,5842,6150.257561,2240,2161,79,3246,225,91,134,18,1060,1068,3361,2481
6065030800,Census Tract 308,"Census Tract 308, Riverside County, California",0,6,65,,30800,7501,4362.690177,2597,2524,73,3470,416,107,313,32,1769,1394,3867,3634
6065030900,Census Tract 309,"Census Tract 309, Riverside County, California",0,6,65,,30900,3256,1369.716761,878,865,13,989,178,78,128,0,1321,562,1081,2175
6065031001,Census Tract 310.01,"Census Tract 310.01, Riverside County, California",0,6,65,,31001,5893,7690.663898,2221,2118,103,2640,447,108,223,18,1527,930,3103,2790
6065031002,Census Tract 310.02,"Census Tract 310.02, Riverside County, California",0,6,65,,31002,4655,9811.854035,1201,1182,19,1105,150,123,105,10,2360,802,1013,3642
6065031100,Census Tract 311,"Census Tract 311, Riverside County, California",0,6,65,,31100,5047,4511.233655,1759,1697,62,2542,365,71,107,8,1032,922,2725,2322
6065031200,Census Tract 312,"Census Tract 312, Riverside County, California",0,6,65,,31200,7018,4703.378586,2232,2178,54,3352,251,118,224,20,1805,1248,3384,3634
6065031300,Census Tract 313,"Census Tract 313, Riverside County, California",0,6,65,,31300,2698,3024.950812,652,633,19,402,52,124,23,7,1645,445,189,2509
6065031401,Census Tract 314.01,"Census Tract 314.01, Riverside County, California",0,6,65,,31401,6985,7990.167762,2304,2203,101,2385,371,157,178,16,2644,1234,2461,4524
6065031402,Census Tract 314.02,"Census Tract 314.02, Riverside County, California",0,6,65,,31402,6980,8025.807899,2449,2331,118,2667,412,229,292,28,2241,1111,3027,3953
6065031501,Census Tract 315.01,"Census Tract 315.01, Riverside County, California",0,6,65,,31501,5954,5902.974362,1514,1395,119,2308,355,139,323,15,1891,923,2604,3350
6065031503,Census Tract 315.03,"Census Tract 315.03, Riverside County, California",0,6,65,,31503,4339,8131.762787,1493,1445,48,1675,215,71,147,16,1383,832,1795,2544
6065031504,Census Tract 315.04,"Census Tract 315.04, Riverside County, California",0,6,65,,31504,4280,9304.367194,1421,1393,28,1251,348,109,199,3,1605,765,1547,2733
6065031601,Census Tract 316.01,"Census Tract 316.01, Riverside County, California",0,6,65,,31601,4467,5966.969445,1291,1258,33,1166,156,115,179,27,2051,773,1220,3247
6065031602,Census Tract 316.02,"Census Tract 316.02, Riverside County, California",0,6,65,,31602,5377,7962.987589,1685,1631,54,1660,233,141,194,18,2257,874,1756,3621
6065031701,Census Tract 317.01,"Census Tract 317.01, Riverside County, California",0,6,65,,31701,2966,478.3420744,867,827,40,1047,152,112,166,4,1074,411,1167,1799
6065031702,Census Tract 317.02,"Census Tract 317.02, Riverside County, California",0,6,65,,31702,2341,1424.617453,742,727,15,1058,85,38,131,8,592,429,1148,1193
6065031703,Census Tract 317.03,"Census Tract 317.03, Riverside County, California",0,6,65,,31703,3711,4265.887472,1186,1140,46,1429,165,63,209,8,1163,674,1586,2125
6065031704,Census Tract 317.04,"Census Tract 317.04, Riverside County, California",0,6,65,,31704,5540,5495.486354,1822,1781,41,1904,357,104,321,40,1882,932,2334,3206
6065040101,Census Tract 401.01,"Census Tract 401.01, Riverside County, California",0,6,65,,40101,4304,879.0994044,1016,991,25,974,278,120,31,20,2062,819,845,3459
6065040102,Census Tract 401.02,"Census Tract 401.02, Riverside County, California",0,6,65,,40102,5788,1513.713888,1430,1395,35,1451,271,122,365,20,2390,1169,1622,4166
6065040201,Census Tract 402.01,"Census Tract 402.01, Riverside County, California",0,6,65,,40201,6421,2117.729937,1821,1793,28,1847,243,128,311,30,2762,1100,1846,4575
6065040202,Census Tract 402.02,"Census Tract 402.02, Riverside County, California",0,6,65,,40202,3129,5248.843375,890,870,20,1111,101,70,43,7,1246,551,1071,2058
6065040203,Census Tract 402.03,"Census Tract 402.03, Riverside County, California",0,6,65,,40203,3788,10538.94717,958,928,30,556,110,81,36,0,2534,471,407,3381
6065040204,Census Tract 402.04,"Census Tract 402.04, Riverside County, California",0,6,65,,40204,3742,7034.91502,925,881,44,511,198,168,21,5,2399,440,445,3297
6065040302,Census Tract 403.02,"Census Tract 403.02, Riverside County, California",0,6,65,,40302,7522,3395.005563,2136,2104,32,3110,291,162,371,13,2117,1458,3104,4418
6065040303,Census Tract 403.03,"Census Tract 403.03, Riverside County, California",0,6,65,,40303,4072,3450.11801,1016,977,39,1015,126,65,318,21,1802,725,1118,2954
6065040304,Census Tract 403.04,"Census Tract 403.04, Riverside County, California",0,6,65,,40304,4099,7993.856334,1210,1178,32,923,127,115,88,7,2231,608,704,3395
6065040305,Census Tract 403.05,"Census Tract 403.05, Riverside County, California",0,6,65,,40305,3498,4454.871208,937,906,31,999,113,70,47,17,1715,537,808,2690
6065040402,Census Tract 404.02,"Census Tract 404.02, Riverside County, California",0,6,65,,40402,4243,2308.144661,1074,1036,38,1410,50,95,46,10,2018,614,1091,3152
6065040403,Census Tract 404.03,"Census Tract 404.03, Riverside County, California",0,6,65,,40403,5646,2960.735422,1406,1382,24,1500,46,126,90,5,2700,1179,1175,4471
6065040404,Census Tract 404.04,"Census Tract 404.04, Riverside County, California",0,6,65,,40404,3313,3230.761155,921,899,22,1063,97,54,295,15,1147,642,1250,2063
6065040405,Census Tract 404.05,"Census Tract 404.05, Riverside County, California",0,6,65,,40405,5386,2362.232554,1643,1597,46,2295,219,100,223,19,1495,1035,2356,3030
6065040501,Census Tract 405.01,"Census Tract 405.01, Riverside County, California",0,6,65,,40501,7196,3646.412332,1872,1840,32,1980,109,174,155,18,3371,1389,1579,5617
6065040502,Census Tract 405.02,"Census Tract 405.02, Riverside County, California",0,6,65,,40502,5995,1727.779586,1656,1599,57,1269,201,185,171,8,2979,1182,1236,4759
6065040503,Census Tract 405.03,"Census Tract 405.03, Riverside County, California",0,6,65,,40503,3874,2605.994619,1861,1813,48,1386,435,79,156,14,1158,646,1740,2134
6065040603,Census Tract 406.03,"Census Tract 406.03, Riverside County, California",0,6,65,,40603,2346,2048.507829,646,617,29,644,17,28,18,0,1191,448,436,1910
6065040604,Census Tract 406.04,"Census Tract 406.04, Riverside County, California",0,6,65,,40604,5670,3870.68198,1464,1446,18,2344,85,81,104,13,1744,1299,2195,3475
6065040605,Census Tract 406.05,"Census Tract 406.05, Riverside County, California",0,6,65,,40605,3410,3983.842033,828,804,24,802,12,88,12,21,1675,800,472,2938
6065040606,Census Tract 406.06,"Census Tract 406.06, Riverside County, California",0,6,65,,40606,3337,3310.121434,813,768,45,801,30,42,20,5,1791,648,497,2840
6065040609,Census Tract 406.09,"Census Tract 406.09, Riverside County, California",0,6,65,,40609,16631,1870.337861,4345,4267,78,4689,1036,119,5832,37,2018,2900,11197,5434
6065040611,Census Tract 406.11,"Census Tract 406.11, Riverside County, California",0,6,65,,40611,8431,8504.394247,2078,2033,45,2165,918,80,2633,29,1227,1379,5519,2912
6065040616,Census Tract 406.16,"Census Tract 406.16, Riverside County, California",0,6,65,,40616,11213,3425.735069,2784,2724,60,2719,1275,99,3884,37,1477,1722,7520,3693
6065040617,Census Tract 406.17,"Census Tract 406.17, Riverside County, California",0,6,65,,40617,7275,6916.943686,1938,1850,88,1883,598,48,2185,26,1271,1264,4394,2881
6065040618,Census Tract 406.18,"Census Tract 406.18, Riverside County, California",0,6,65,,40618,10472,1456.564909,2994,2832,162,2816,829,99,2101,42,2781,1804,5235,5237
6065040619,Census Tract 406.19,"Census Tract 406.19, Riverside County, California",0,6,65,,40619,5933,7293.822343,1451,1430,21,1335,563,72,2166,14,789,994,3894,2039
6065040620,Census Tract 406.20,"Census Tract 406.20, Riverside County, California",0,6,65,,40620,7702,9507.088858,1966,1944,22,2221,723,99,1930,11,1240,1478,4540,3162
6065040621,Census Tract 406.21,"Census Tract 406.21, Riverside County, California",0,6,65,,40621,4230,8468.141224,1068,1045,23,1245,397,37,1208,11,637,695,2691,1539
6065040622,Census Tract 406.22,"Census Tract 406.22, Riverside County, California",0,6,65,,40622,6140,7431.291947,1720,1668,52,1614,649,58,1646,32,1096,1045,3612,2528
6065040701,Census Tract 407.01,"Census Tract 407.01, Riverside County, California",0,6,65,,40701,2167,1596.620429,686,676,10,1460,43,32,63,1,253,315,1571,596
6065040702,Census Tract 407.02,"Census Tract 407.02, Riverside County, California",0,6,65,,40702,2685,2229.576359,937,898,39,1728,8,34,37,4,489,385,1700,985
6065040703,Census Tract 407.03,"Census Tract 407.03, Riverside County, California",0,6,65,,40703,2800,1716.883468,939,901,38,1762,35,42,29,3,525,404,1762,1038
6065040806,Census Tract 408.06,"Census Tract 408.06, Riverside County, California",0,6,65,,40806,2826,2706.979116,866,857,9,1567,79,28,189,9,436,518,1758,1068
6065040807,Census Tract 408.07,"Census Tract 408.07, Riverside County, California",0,6,65,,40807,3429,4427.457929,1011,1002,9,1644,116,60,215,27,679,688,1825,1604
6065040808,Census Tract 408.08,"Census Tract 408.08, Riverside County, California",0,6,65,,40808,6939,10348.0396,2214,2175,39,2071,445,118,573,28,2464,1240,2699,4240
6065040809,Census Tract 408.09,"Census Tract 408.09, Riverside County, California",0,6,65,,40809,3508,3976.150089,1052,1032,20,1245,196,43,464,11,925,624,1706,1802
6065040812,Census Tract 408.12,"Census Tract 408.12, Riverside County, California",0,6,65,,40812,3419,2583.397654,1143,1107,36,2074,39,49,62,9,642,544,2048,1371
6065040813,Census Tract 408.13,"Census Tract 408.13, Riverside County, California",0,6,65,,40813,6155,1241.780914,1899,1852,47,3545,176,54,551,9,899,921,4178,1977
6065040814,Census Tract 408.14,"Census Tract 408.14, Riverside County, California",0,6,65,,40814,4941,11758.15648,1656,1586,70,1690,613,28,801,23,963,823,2991,1950
6065040815,Census Tract 408.15,"Census Tract 408.15, Riverside County, California",0,6,65,,40815,3651,7537.346739,1212,1183,29,1101,382,36,855,4,714,559,2245,1406
6065040816,Census Tract 408.16,"Census Tract 408.16, Riverside County, California",0,6,65,,40816,2408,3925.62724,861,838,23,980,273,20,457,9,324,345,1655,753
6065040821,Census Tract 408.21,"Census Tract 408.21, Riverside County, California",0,6,65,,40821,5825,8702.856423,2039,1917,122,2097,610,59,1052,39,1102,866,3569,2256
6065040901,Census Tract 409.01,"Census Tract 409.01, Riverside County, California",0,6,65,,40901,7668,9565.395465,2662,2546,116,2189,806,149,999,43,2069,1413,3798,3870
6065040902,Census Tract 409.02,"Census Tract 409.02, Riverside County, California",0,6,65,,40902,5290,1788.250195,1794,1734,60,2266,231,78,561,17,1047,1090,2787,2503
6065040903,Census Tract 409.03,"Census Tract 409.03, Riverside County, California",0,6,65,,40903,2739,8296.738756,812,784,28,847,136,45,123,16,815,757,953,1786
6065040904,Census Tract 409.04,"Census Tract 409.04, Riverside County, California",0,6,65,,40904,3970,8212.766585,995,976,19,1129,131,69,300,19,1550,772,1288,2682
6065041001,Census Tract 410.01,"Census Tract 410.01, Riverside County, California",0,6,65,,41001,2725,14389.67299,776,736,40,664,125,50,35,5,1389,457,511,2214
6065041002,Census Tract 410.02,"Census Tract 410.02, Riverside County, California",0,6,65,,41002,3283,8316.654184,838,812,26,787,133,90,97,6,1593,577,680,2603
6065041003,Census Tract 410.03,"Census Tract 410.03, Riverside County, California",0,6,65,,41003,2627,3682.552363,690,668,22,887,43,44,111,2,987,553,890,1737
6065041004,Census Tract 410.04,"Census Tract 410.04, Riverside County, California",0,6,65,,41004,4475,1172.154322,1399,1339,60,1231,202,55,247,20,1849,871,1414,3061
6065041101,Census Tract 411.01,"Census Tract 411.01, Riverside County, California",0,6,65,,41101,5411,8878.616177,1274,1241,33,768,182,175,86,25,3327,848,624,4787
6065041102,Census Tract 411.02,"Census Tract 411.02, Riverside County, California",0,6,65,,41102,4524,4766.249915,1117,1086,31,1111,89,56,256,12,2127,873,1062,3462
6065041201,Census Tract 412.01,"Census Tract 412.01, Riverside County, California",0,6,65,,41201,4532,4541.358046,1219,1188,31,1171,239,77,381,7,1780,877,1525,3007
6065041202,Census Tract 412.02,"Census Tract 412.02, Riverside County, California",0,6,65,,41202,4454,9267.472243,1003,987,16,976,37,95,113,6,2241,986,645,3809
6065041203,Census Tract 412.03,"Census Tract 412.03, Riverside County, California",0,6,65,,41203,3442,10370.43693,1008,949,59,863,145,62,111,10,1594,657,652,2790
6065041301,Census Tract 413.01,"Census Tract 413.01, Riverside County, California",0,6,65,,41301,3585,4375.045696,868,851,17,726,46,41,84,9,1701,978,596,2989
6065041302,Census Tract 413.02,"Census Tract 413.02, Riverside County, California",0,6,65,,41302,4317,7524.773517,1067,1036,31,795,89,138,215,30,2171,879,768,3549
6065041403,Census Tract 414.03,"Census Tract 414.03, Riverside County, California",0,6,65,,41403,4566,5174.271383,1608,1566,42,1651,317,76,677,13,1052,780,2507,2059
6065041404,Census Tract 414.04,"Census Tract 414.04, Riverside County, California",0,6,65,,41404,3799,7220.741019,984,974,10,1182,96,93,300,12,1404,712,1380,2419
6065041405,Census Tract 414.05,"Census Tract 414.05, Riverside County, California",0,6,65,,41405,4782,6945.162746,1355,1327,28,1463,139,82,225,55,1927,891,1497,3285
6065041406,Census Tract 414.06,"Census Tract 414.06, Riverside County, California",0,6,65,,41406,5957,8206.614583,2051,1981,70,1901,539,78,688,36,1556,1159,2889,3068
6065041407,Census Tract 414.07,"Census Tract 414.07, Riverside County, California",0,6,65,,41407,5936,9521.265786,1856,1813,43,1622,451,99,361,49,2399,955,2042,3894
6065041408,Census Tract 414.08,"Census Tract 414.08, Riverside County, California",0,6,65,,41408,4566,8313.632992,1540,1474,66,1410,408,86,217,37,1528,880,1725,2841
6065041410,Census Tract 414.10,"Census Tract 414.10, Riverside County, California",0,6,65,,41410,3059,4054.898692,651,644,7,357,15,96,19,4,2133,435,172,2887
6065041411,Census Tract 414.11,"Census Tract 414.11, Riverside County, California",0,6,65,,41411,3095,9073.728293,839,779,60,690,48,89,148,5,1258,857,601,2494
6065041412,Census Tract 414.12,"Census Tract 414.12, Riverside County, California",0,6,65,,41412,4599,5531.081193,1539,1473,66,1556,212,50,544,22,1167,1048,2026,2573
